inventory_key,time_key,product_key,store_key,stock_quantity,reorder_level,stock_status
77,20250531,77,1,54,22,Available
78,20250531,78,1,12,19,Low Stock
79,20250531,79,1,117,10,Available
80,20250531,80,1,109,16,Available
81,20250531,81,1,0,7,Stockout
82,20250531,82,1,95,14,Available
83,20250531,83,1,105,20,Available
84,20250531,84,1,35,18,Available
85,20250531,85,1,72,25,Available
86,20250531,86,1,70,16,Available
87,20250531,87,1,37,9,Available
88,20250531,88,1,116,22,Available
89,20250531,89,1,74,19,Available
90,20250531,90,1,117,6,Available
91,20250531,91,1,43,21,Available
92,20250531,92,1,35,21,Available
93,20250531,93,1,38,11,Available
94,20250531,94,1,48,25,Available
95,20250531,95,1,86,18,Available
96,20250531,96,1,81,18,Available
97,20250531,97,1,118,21,Available
98,20250531,98,1,112,21,Available
99,20250531,99,1,24,15,Available
100,20250531,100,1,18,13,Available
101,20250531,1,2,24,13,Available
102,20250531,2,2,62,15,Available
103,20250531,3,2,107,22,Available
104,20250531,4,2,114,16,Available
105,20250531,5,2,2,16,Low Stock
106,20250531,6,2,108,24,Available
107,20250531,7,2,30,18,Available
108,20250531,8,2,43,16,Available
109,20250531,9,2,39,9,Available
110,20250531,10,2,52,12,Available
111,20250531,11,2,46,17,Available
112,20250531,12,2,58,24,Available
113,20250531,13,2,11,9,Available
114,20250531,14,2,10,13,Low Stock
115,20250531,15,2,23,10,Available
116,20250531,16,2,77,6,Available
117,20250531,17,2,92,5,Available
118,20250531,18,2,35,5,Available
119,20250531,19,2,105,25,Available
120,20250531,20,2,30,10,Available
121,20250531,21,2,51,9,Available
122,20250531,22,2,108,16,Available
123,20250531,23,2,47,9,Available
124,20250531,24,2,117,16,Available
125,20250531,25,2,107,19,Available
126,20250531,26,2,43,12,Available
127,20250531,27,2,3,14,Low Stock
128,20250531,28,2,85,16,Available
129,20250531,29,2,86,16,Available
130,20250531,30,2,8,10,Low Stock
131,20250531,31,2,84,23,Available
132,20250531,32,2,98,21,Available
133,20250531,33,2,98,11,Available
134,20250531,34,2,93,22,Available
135,20250531,35,2,67,16,Available
136,20250531,36,2,22,25,Low Stock
137,20250531,37,2,62,19,Available
138,20250531,38,2,96,10,Available
139,20250531,39,2,25,25,Available
140,20250531,40,2,22,10,Available
141,20250531,41,2,82,25,Available
142,20250531,42,2,25,19,Available
143,20250531,43,2,1,22,Low Stock
144,20250531,44,2,104,20,Available
145,20250531,45,2,57,6,Available
146,20250531,46,2,82,23,Available
147,20250531,47,2,13,11,Available
148,20250531,48,2,45,13,Available
149,20250531,49,2,6,20,Low Stock
150,20250531,50,2,89,9,Available
151,20250531,51,2,100,13,Available
152,20250531,52,2,98,25,Available
153,20250531,53,2,101,22,Available
154,20250531,54,2,13,5,Available
155,20250531,55,2,73,11,Available
156,20250531,56,2,21,24,Low Stock
157,20250531,57,2,33,17,Available
158,20250531,58,2,106,7,Available
159,20250531,59,2,53,18,Available
160,20250531,60,2,93,5,Available
161,20250531,61,2,72,16,Available
162,20250531,62,2,105,16,Available
163,20250531,63,2,35,22,Available
164,20250531,64,2,0,11,Stockout
165,20250531,65,2,98,17,Available
166,20250531,66,2,23,12,Available
167,20250531,67,2,30,23,Available
168,20250531,68,2,28,20,Available
169,20250531,69,2,108,17,Available
170,20250531,70,2,81,11,Available
171,20250531,71,2,85,14,Available
172,20250531,72,2,62,12,Available
173,20250531,73,2,119,11,Available
174,20250531,74,2,52,17,Available
175,20250531,75,2,12,6,Available
176,20250531,76,2,64,6,Available
177,20250531,77,2,70,12,Available
178,20250531,78,2,33,24,Available
179,20250531,79,2,3,22,Low Stock
180,20250531,80,2,13,10,Available
181,20250531,81,2,92,13,Available
182,20250531,82,2,1,22,Low Stock
183,20250531,83,2,15,8,Available
184,20250531,84,2,76,17,Available
185,20250531,85,2,87,18,Available
186,20250531,86,2,76,19,Available
187,20250531,87,2,40,12,Available
188,20250531,88,2,100,19,Available
189,20250531,89,2,75,13,Available
190,20250531,90,2,9,7,Available
191,20250531,91,2,103,24,Available
192,20250531,92,2,120,25,Available
193,20250531,93,2,56,20,Available
194,20250531,94,2,37,17,Available
195,20250531,95,2,6,6,Available
196,20250531,96,2,44,11,Available
197,20250531,97,2,83,5,Available
198,20250531,98,2,110,10,Available
199,20250531,99,2,0,6,Stockout
200,20250531,100,2,62,19,Available
201,20250531,1,3,119,16,Available
202,20250531,2,3,61,24,Available
203,20250531,3,3,33,7,Available
204,20250531,4,3,28,15,Available
205,20250531,5,3,15,9,Available
206,20250531,6,3,27,16,Available
207,20250531,7,3,38,10,Available
208,20250531,8,3,103,5,Available
209,20250531,9,3,120,13,Available
210,20250531,10,3,93,25,Available
211,20250531,11,3,13,21,Low Stock
212,20250531,12,3,5,10,Low Stock
213,20250531,13,3,11,14,Low Stock
214,20250531,14,3,114,15,Available
215,20250531,15,3,4,20,Low Stock
216,20250531,16,3,108,19,Available
217,20250531,17,3,80,8,Available
218,20250531,18,3,61,8,Available
219,20250531,19,3,5,12,Low Stock
220,20250531,20,3,70,9,Available
221,20250531,21,3,14,25,Low Stock
222,20250531,22,3,69,19,Available
223,20250531,23,3,76,21,Available
224,20250531,24,3,51,14,Available
225,20250531,25,3,89,12,Available
226,20250531,26,3,90,18,Available
227,20250531,27,3,62,25,Available
228,20250531,28,3,55,15,Available
229,20250531,29,3,108,17,Available
230,20250531,30,3,118,12,Available
231,20250531,31,3,87,7,Available
232,20250531,32,3,1,6,Low Stock
233,20250531,33,3,109,25,Available
234,20250531,34,3,38,5,Available
235,20250531,35,3,50,5,Available
236,20250531,36,3,62,6,Available
237,20250531,37,3,89,7,Available
238,20250531,38,3,101,8,Available
239,20250531,39,3,2,12,Low Stock
240,20250531,40,3,7,14,Low Stock
241,20250531,41,3,32,23,Available
242,20250531,42,3,103,16,Available
243,20250531,43,3,114,12,Available
244,20250531,44,3,1,14,Low Stock
245,20250531,45,3,25,23,Available
246,20250531,46,3,33,22,Available
247,20250531,47,3,24,18,Available
248,20250531,48,3,84,11,Available
249,20250531,49,3,97,16,Available
250,20250531,50,3,48,13,Available
251,20250531,51,3,42,11,Available
252,20250531,52,3,109,21,Available
253,20250531,53,3,77,21,Available
254,20250531,54,3,4,12,Low Stock
255,20250531,55,3,103,13,Available
256,20250531,56,3,29,17,Available
257,20250531,57,3,9,20,Low Stock
258,20250531,58,3,81,18,Available
259,20250531,59,3,20,24,Low Stock
260,20250531,60,3,114,21,Available
261,20250531,61,3,97,20,Available
262,20250531,62,3,99,25,Available
263,20250531,63,3,6,8,Low Stock
264,20250531,64,3,94,23,Available
265,20250531,65,3,8,13,Low Stock
266,20250531,66,3,70,9,Available
267,20250531,67,3,35,12,Available
268,20250531,68,3,93,8,Available
269,20250531,69,3,72,22,Available
270,20250531,70,3,12,12,Available
271,20250531,71,3,118,8,Available
272,20250531,72,3,67,13,Available
273,20250531,73,3,48,10,Available
274,20250531,74,3,90,24,Available
275,20250531,75,3,6,8,Low Stock
276,20250531,76,3,29,20,Available
277,20250531,77,3,100,12,Available
278,20250531,78,3,63,25,Available
279,20250531,79,3,28,25,Available
280,20250531,80,3,0,15,Stockout
281,20250531,81,3,106,19,Available
282,20250531,82,3,83,21,Available
283,20250531,83,3,72,14,Available
284,20250531,84,3,77,8,Available
285,20250531,85,3,66,8,Available
286,20250531,86,3,118,20,Available
287,20250531,87,3,9,16,Low Stock
288,20250531,88,3,4,9,Low Stock
289,20250531,89,3,37,22,Available
290,20250531,90,3,117,5,Available
291,20250531,91,3,25,12,Available
292,20250531,92,3,9,16,Low Stock
293,20250531,93,3,26,13,Available
294,20250531,94,3,20,23,Low Stock
295,20250531,95,3,94,8,Available
296,20250531,96,3,94,12,Available
297,20250531,97,3,28,7,Available
298,20250531,98,3,51,21,Available
299,20250531,99,3,47,15,Available
300,20250531,100,3,22,5,Available
301,20250531,1,4,120,7,Available
302,20250531,2,4,61,20,Available
303,20250531,3,4,45,21,Available
304,20250531,4,4,0,24,Stockout
305,20250531,5,4,53,19,Available
306,20250531,6,4,0,13,Stockout
307,20250531,7,4,112,11,Available
308,20250531,8,4,19,22,Low Stock
309,20250531,9,4,28,23,Available
310,20250531,10,4,90,13,Available
311,20250531,11,4,88,17,Available
312,20250531,12,4,94,6,Available
313,20250531,13,4,51,19,Available
314,20250531,14,4,89,18,Available
315,20250531,15,4,10,9,Available
316,20250531,16,4,61,12,Available
317,20250531,17,4,15,10,Available
318,20250531,18,4,68,22,Available
319,20250531,19,4,115,5,Available
320,20250531,20,4,16,22,Low Stock
321,20250531,21,4,12,12,Available
322,20250531,22,4,7,11,Low Stock
323,20250531,23,4,111,17,Available
324,20250531,24,4,16,10,Available
325,20250531,25,4,0,11,Stockout
326,20250531,26,4,119,22,Available
327,20250531,27,4,36,10,Available
328,20250531,28,4,71,23,Available
329,20250531,29,4,31,17,Available
330,20250531,30,4,115,7,Available
331,20250531,31,4,4,7,Low Stock
332,20250531,32,4,63,5,Available
333,20250531,33,4,45,24,Available
334,20250531,34,4,43,24,Available
335,20250531,35,4,60,18,Available
336,20250531,36,4,4,12,Low Stock
337,20250531,37,4,88,17,Available
338,20250531,38,4,87,25,Available
339,20250531,39,4,54,13,Available
340,20250531,40,4,0,7,Stockout
341,20250531,41,4,58,12,Available
342,20250531,42,4,65,21,Available
343,20250531,43,4,92,9,Available
344,20250531,44,4,99,17,Available
345,20250531,45,4,3,24,Low Stock
346,20250531,46,4,68,24,Available
347,20250531,47,4,68,22,Available
348,20250531,48,4,100,25,Available
349,20250531,49,4,87,13,Available
350,20250531,50,4,115,6,Available
351,20250531,51,4,32,24,Available
352,20250531,52,4,103,23,Available
353,20250531,53,4,48,25,Available
354,20250531,54,4,108,21,Available
355,20250531,55,4,50,8,Available
356,20250531,56,4,31,22,Available
357,20250531,57,4,84,24,Available
358,20250531,58,4,64,21,Available
359,20250531,59,4,108,14,Available
360,20250531,60,4,28,23,Available
361,20250531,61,4,76,23,Available
362,20250531,62,4,65,21,Available
363,20250531,63,4,89,5,Available
364,20250531,64,4,76,5,Available
365,20250531,65,4,63,5,Available
366,20250531,66,4,70,7,Available
367,20250531,67,4,96,11,Available
368,20250531,68,4,10,19,Low Stock
369,20250531,69,4,66,24,Available
370,20250531,70,4,13,16,Low Stock
371,20250531,71,4,76,22,Available
372,20250531,72,4,18,5,Available
373,20250531,73,4,17,25,Low Stock
374,20250531,74,4,6,11,Low Stock
375,20250531,75,4,89,10,Available
376,20250531,76,4,75,14,Available
377,20250531,77,4,1,5,Low Stock
378,20250531,78,4,120,6,Available
379,20250531,79,4,97,9,Available
380,20250531,80,4,97,18,Available
381,20250531,81,4,40,20,Available
382,20250531,82,4,84,22,Available
383,20250531,83,4,23,17,Available
384,20250531,84,4,64,22,Available
385,20250531,85,4,25,22,Available
386,20250531,86,4,12,8,Available
387,20250531,87,4,52,18,Available
388,20250531,88,4,112,14,Available
389,20250531,89,4,54,21,Available
390,20250531,90,4,0,9,Stockout
391,20250531,91,4,51,11,Available
392,20250531,92,4,67,23,Available
393,20250531,93,4,82,11,Available
394,20250531,94,4,118,10,Available
395,20250531,95,4,62,16,Available
396,20250531,96,4,58,16,Available
397,20250531,97,4,71,22,Available
398,20250531,98,4,108,16,Available
399,20250531,99,4,81,17,Available
400,20250531,100,4,49,10,Available
401,20250531,1,5,35,21,Available
402,20250531,2,5,28,6,Available
403,20250531,3,5,95,13,Available
404,20250531,4,5,48,12,Available
405,20250531,5,5,38,21,Available
406,20250531,6,5,90,25,Available
407,20250531,7,5,55,19,Available
408,20250531,8,5,18,14,Available
409,20250531,9,5,114,17,Available
410,20250531,10,5,83,6,Available
411,20250531,11,5,33,25,Available
412,20250531,12,5,12,23,Low Stock
413,20250531,13,5,78,22,Available
414,20250531,14,5,57,16,Available
415,20250531,15,5,83,10,Available
416,20250531,16,5,39,8,Available
417,20250531,17,5,4,25,Low Stock
418,20250531,18,5,83,24,Available
419,20250531,19,5,7,7,Available
420,20250531,20,5,106,17,Available
421,20250531,21,5,38,14,Available
422,20250531,22,5,92,13,Available
423,20250531,23,5,65,23,Available
424,20250531,24,5,52,19,Available
425,20250531,25,5,78,18,Available
426,20250531,26,5,105,24,Available
427,20250531,27,5,109,20,Available
428,20250531,28,5,49,22,Available
429,20250531,29,5,68,18,Available
430,20250531,30,5,74,7,Available
431,20250531,31,5,58,19,Available
432,20250531,32,5,8,15,Low Stock
433,20250531,33,5,24,14,Available
434,20250531,34,5,38,18,Available
435,20250531,35,5,18,19,Low Stock
436,20250531,36,5,29,5,Available
437,20250531,37,5,11,9,Available
438,20250531,38,5,9,20,Low Stock
439,20250531,39,5,63,25,Available
440,20250531,40,5,92,24,Available
441,20250531,41,5,92,19,Available
442,20250531,42,5,3,23,Low Stock
443,20250531,43,5,2,21,Low Stock
444,20250531,44,5,78,21,Available
445,20250531,45,5,52,8,Available
446,20250531,46,5,35,14,Available
447,20250531,47,5,87,13,Available
448,20250531,48,5,114,11,Available
449,20250531,49,5,116,21,Available
450,20250531,50,5,10,16,Low Stock
451,20250531,51,5,30,8,Available
452,20250531,52,5,117,19,Available
453,20250531,53,5,4,8,Low Stock
454,20250531,54,5,35,18,Available
455,20250531,55,5,1,6,Low Stock
456,20250531,56,5,10,13,Low Stock
457,20250531,57,5,0,7,Stockout
458,20250531,58,5,74,25,Available
459,20250531,59,5,40,14,Available
460,20250531,60,5,41,18,Available
461,20250531,61,5,48,17,Available
462,20250531,62,5,26,17,Available
463,20250531,63,5,100,25,Available
464,20250531,64,5,41,20,Available
465,20250531,65,5,100,8,Available
466,20250531,66,5,93,7,Available
467,20250531,67,5,24,12,Available
468,20250531,68,5,110,25,Available
469,20250531,69,5,26,21,Available
470,20250531,70,5,8,14,Low Stock
471,20250531,71,5,119,6,Available
472,20250531,72,5,48,12,Available
473,20250531,73,5,2,9,Low Stock
474,20250531,74,5,107,15,Available
475,20250531,75,5,109,12,Available
476,20250531,76,5,35,7,Available
477,20250531,77,5,51,5,Available
478,20250531,78,5,84,24,Available
479,20250531,79,5,50,25,Available
480,20250531,80,5,25,21,Available
481,20250531,81,5,119,18,Available
482,20250531,82,5,54,12,Available
483,20250531,83,5,46,16,Available
484,20250531,84,5,31,23,Available
485,20250531,85,5,42,9,Available
486,20250531,86,5,80,24,Available
487,20250531,87,5,22,17,Available
488,20250531,88,5,107,16,Available
489,20250531,89,5,11,11,Available
490,20250531,90,5,89,9,Available
491,20250531,91,5,21,23,Low Stock
492,20250531,92,5,7,13,Low Stock
493,20250531,93,5,20,19,Available
494,20250531,94,5,117,17,Available
495,20250531,95,5,105,24,Available
496,20250531,96,5,56,6,Available
497,20250531,97,5,118,17,Available
498,20250531,98,5,2,9,Low Stock
499,20250531,99,5,42,10,Available
500,20250531,100,5,36,6,Available
501,20250531,1,6,27,23,Available
502,20250531,2,6,35,23,Available
503,20250531,3,6,109,12,Available
504,20250531,4,6,120,23,Available
505,20250531,5,6,45,7,Available
506,20250531,6,6,0,9,Stockout
507,20250531,7,6,34,17,Available
508,20250531,8,6,81,11,Available
509,20250531,9,6,8,8,Available
510,20250531,10,6,51,9,Available
511,20250531,11,6,103,9,Available
512,20250531,12,6,4,10,Low Stock
513,20250531,13,6,28,12,Available
514,20250531,14,6,0,6,Stockout
515,20250531,15,6,76,9,Available
516,20250531,16,6,94,10,Available
517,20250531,17,6,43,13,Available
518,20250531,18,6,87,25,Available
519,20250531,19,6,41,12,Available
520,20250531,20,6,10,24,Low Stock
521,20250531,21,6,43,20,Available
522,20250531,22,6,73,21,Available
523,20250531,23,6,24,17,Available
524,20250531,24,6,80,22,Available
525,20250531,25,6,6,16,Low Stock
526,20250531,26,6,83,13,Available
527,20250531,27,6,30,25,Available
528,20250531,28,6,47,17,Available
529,20250531,29,6,33,9,Available
530,20250531,30,6,75,15,Available
531,20250531,31,6,18,10,Available
532,20250531,32,6,34,11,Available
533,20250531,33,6,117,14,Available
534,20250531,34,6,82,22,Available
535,20250531,35,6,88,19,Available
536,20250531,36,6,34,10,Available
537,20250531,37,6,44,9,Available
538,20250531,38,6,45,24,Available
539,20250531,39,6,119,10,Available
540,20250531,40,6,46,21,Available
541,20250531,41,6,2,15,Low Stock
542,20250531,42,6,18,15,Available
543,20250531,43,6,118,20,Available
544,20250531,44,6,19,14,Available
545,20250531,45,6,4,8,Low Stock
546,20250531,46,6,34,14,Available
547,20250531,47,6,112,9,Available
548,20250531,48,6,85,19,Available
549,20250531,49,6,53,25,Available
550,20250531,50,6,94,12,Available
551,20250531,51,6,33,13,Available
552,20250531,52,6,48,24,Available
553,20250531,53,6,33,19,Available
554,20250531,54,6,81,11,Available
555,20250531,55,6,103,12,Available
556,20250531,56,6,95,21,Available
557,20250531,57,6,117,24,Available
558,20250531,58,6,67,24,Available
559,20250531,59,6,87,6,Available
560,20250531,60,6,76,15,Available
561,20250531,61,6,81,16,Available
562,20250531,62,6,113,10,Available
563,20250531,63,6,32,9,Available
564,20250531,64,6,11,11,Available
565,20250531,65,6,30,22,Available
566,20250531,66,6,88,24,Available
567,20250531,67,6,53,17,Available
568,20250531,68,6,24,25,Low Stock
569,20250531,69,6,58,24,Available
570,20250531,70,6,12,16,Low Stock
571,20250531,71,6,73,25,Available
572,20250531,72,6,117,9,Available
573,20250531,73,6,47,5,Available
574,20250531,74,6,8,16,Low Stock
575,20250531,75,6,104,8,Available
576,20250531,76,6,38,16,Available
577,20250531,77,6,61,7,Available
578,20250531,78,6,101,19,Available
579,20250531,79,6,58,25,Available
580,20250531,80,6,66,15,Available
581,20250531,81,6,31,6,Available
582,20250531,82,6,120,13,Available
583,20250531,83,6,40,15,Available
584,20250531,84,6,64,9,Available
585,20250531,85,6,64,12,Available
586,20250531,86,6,52,14,Available
587,20250531,87,6,20,11,Available
588,20250531,88,6,3,13,Low Stock
589,20250531,89,6,66,24,Available
590,20250531,90,6,49,18,Available
591,20250531,91,6,119,5,Available
592,20250531,92,6,21,12,Available
593,20250531,93,6,2,10,Low Stock
594,20250531,94,6,92,17,Available
595,20250531,95,6,17,19,Low Stock
596,20250531,96,6,56,19,Available
597,20250531,97,6,101,21,Available
598,20250531,98,6,71,12,Available
599,20250531,99,6,3,5,Low Stock
600,20250531,100,6,14,6,Available
601,20250531,1,7,45,8,Available
602,20250531,2,7,8,14,Low Stock
603,20250531,3,7,9,17,Low Stock
604,20250531,4,7,60,21,Available
605,20250531,5,7,28,25,Available
606,20250531,6,7,29,23,Available
607,20250531,7,7,27,6,Available
608,20250531,8,7,114,7,Available
609,20250531,9,7,26,23,Available
610,20250531,10,7,26,24,Available
611,20250531,11,7,25,18,Available
612,20250531,12,7,1,7,Low Stock
613,20250531,13,7,114,6,Available
614,20250531,14,7,14,11,Available
615,20250531,15,7,0,16,Stockout
616,20250531,16,7,79,21,Available
617,20250531,17,7,3,6,Low Stock
618,20250531,18,7,63,18,Available
619,20250531,19,7,46,13,Available
620,20250531,20,7,58,16,Available
621,20250531,21,7,38,23,Available
622,20250531,22,7,7,9,Low Stock
623,20250531,23,7,52,9,Available
624,20250531,24,7,12,22,Low Stock
625,20250531,25,7,1,15,Low Stock
626,20250531,26,7,110,18,Available
627,20250531,27,7,34,8,Available
628,20250531,28,7,6,24,Low Stock
629,20250531,29,7,99,17,Available
630,20250531,30,7,95,15,Available
631,20250531,31,7,60,20,Available
632,20250531,32,7,71,8,Available
633,20250531,33,7,1,7,Low Stock
634,20250531,34,7,5,9,Low Stock
635,20250531,35,7,66,25,Available
636,20250531,36,7,12,10,Available
637,20250531,37,7,112,18,Available
638,20250531,38,7,63,23,Available
639,20250531,39,7,3,12,Low Stock
640,20250531,40,7,99,5,Available
641,20250531,41,7,32,23,Available
642,20250531,42,7,113,23,Available
643,20250531,43,7,109,6,Available
644,20250531,44,7,42,21,Available
645,20250531,45,7,14,24,Low Stock
646,20250531,46,7,107,23,Available
647,20250531,47,7,91,25,Available
648,20250531,48,7,23,14,Available
649,20250531,49,7,8,23,Low Stock
650,20250531,50,7,97,16,Available
651,20250531,51,7,13,15,Low Stock
652,20250531,52,7,8,18,Low Stock
653,20250531,53,7,102,12,Available
654,20250531,54,7,79,24,Available
655,20250531,55,7,2,22,Low Stock
656,20250531,56,7,28,7,Available
657,20250531,57,7,27,9,Available
658,20250531,58,7,105,11,Available
659,20250531,59,7,99,20,Available
660,20250531,60,7,75,17,Available
661,20250531,61,7,5,5,Available
662,20250531,62,7,15,9,Available
663,20250531,63,7,10,12,Low Stock
664,20250531,64,7,107,12,Available
665,20250531,65,7,14,16,Low Stock
666,20250531,66,7,107,22,Available
667,20250531,67,7,28,18,Available
668,20250531,68,7,5,17,Low Stock
669,20250531,69,7,5,9,Low Stock
670,20250531,70,7,91,9,Available
671,20250531,71,7,104,17,Available
672,20250531,72,7,13,18,Low Stock
673,20250531,73,7,9,7,Available
674,20250531,74,7,1,5,Low Stock
675,20250531,75,7,107,23,Available
676,20250531,76,7,81,20,Available
677,20250531,77,7,117,18,Available
678,20250531,78,7,39,12,Available
679,20250531,79,7,20,24,Low Stock
680,20250531,80,7,99,17,Available
681,20250531,81,7,119,18,Available
682,20250531,82,7,83,16,Available
683,20250531,83,7,68,25,Available
684,20250531,84,7,5,6,Low Stock
685,20250531,85,7,64,11,Available
686,20250531,86,7,16,10,Available
687,20250531,87,7,27,23,Available
688,20250531,88,7,53,16,Available
689,20250531,89,7,80,7,Available
690,20250531,90,7,23,7,Available
691,20250531,91,7,2,18,Low Stock
692,20250531,92,7,81,5,Available
693,20250531,93,7,28,23,Available
694,20250531,94,7,22,7,Available
695,20250531,95,7,115,21,Available
696,20250531,96,7,82,14,Available
697,20250531,97,7,53,20,Available
698,20250531,98,7,119,12,Available
699,20250531,99,7,54,19,Available
700,20250531,100,7,105,7,Available
701,20250531,1,8,10,19,Low Stock
702,20250531,2,8,30,6,Available
703,20250531,3,8,40,15,Available
704,20250531,4,8,112,8,Available
705,20250531,5,8,41,25,Available
706,20250531,6,8,30,24,Available
707,20250531,7,8,8,12,Low Stock
708,20250531,8,8,18,11,Available
709,20250531,9,8,91,20,Available
710,20250531,10,8,76,16,Available
711,20250531,11,8,20,11,Available
712,20250531,12,8,96,12,Available
713,20250531,13,8,45,20,Available
714,20250531,14,8,9,9,Available
715,20250531,15,8,68,10,Available
716,20250531,16,8,68,5,Available
717,20250531,17,8,5,5,Available
718,20250531,18,8,0,9,Stockout
719,20250531,19,8,24,12,Available
720,20250531,20,8,93,17,Available
721,20250531,21,8,64,5,Available
722,20250531,22,8,17,21,Low Stock
723,20250531,23,8,27,17,Available
724,20250531,24,8,53,20,Available
725,20250531,25,8,59,24,Available
726,20250531,26,8,118,23,Available
727,20250531,27,8,72,17,Available
728,20250531,28,8,2,9,Low Stock
729,20250531,29,8,35,19,Available
730,20250531,30,8,39,5,Available
731,20250531,31,8,98,6,Available
732,20250531,32,8,93,10,Available
733,20250531,33,8,110,18,Available
734,20250531,34,8,99,9,Available
735,20250531,35,8,84,15,Available
736,20250531,36,8,96,17,Available
737,20250531,37,8,96,11,Available
738,20250531,38,8,37,13,Available
739,20250531,39,8,4,7,Low Stock
740,20250531,40,8,93,22,Available
741,20250531,41,8,88,7,Available
742,20250531,42,8,106,13,Available
743,20250531,43,8,98,12,Available
744,20250531,44,8,110,12,Available
745,20250531,45,8,4,6,Low Stock
746,20250531,46,8,58,15,Available
747,20250531,47,8,75,19,Available
748,20250531,48,8,78,11,Available
749,20250531,49,8,48,25,Available
750,20250531,50,8,25,5,Available
751,20250531,51,8,105,23,Available
752,20250531,52,8,40,15,Available
753,20250531,53,8,15,7,Available
754,20250531,54,8,106,10,Available
755,20250531,55,8,12,20,Low Stock
756,20250531,56,8,19,21,Low Stock
757,20250531,57,8,119,5,Available
758,20250531,58,8,94,15,Available
759,20250531,59,8,26,10,Available
760,20250531,60,8,11,18,Low Stock
761,20250531,61,8,94,23,Available
762,20250531,62,8,94,13,Available
763,20250531,63,8,63,25,Available
764,20250531,64,8,27,25,Available
765,20250531,65,8,74,23,Available
766,20250531,66,8,59,11,Available
767,20250531,67,8,0,17,Stockout
768,20250531,68,8,90,13,Available
769,20250531,69,8,83,6,Available
770,20250531,70,8,38,15,Available
771,20250531,71,8,56,12,Available
772,20250531,72,8,0,11,Stockout
773,20250531,73,8,3,24,Low Stock
774,20250531,74,8,81,14,Available
775,20250531,75,8,13,21,Low Stock
776,20250531,76,8,96,6,Available
777,20250531,77,8,47,12,Available
778,20250531,78,8,84,7,Available
779,20250531,79,8,119,24,Available
780,20250531,80,8,24,13,Available
781,20250531,81,8,82,11,Available
782,20250531,82,8,76,14,Available
783,20250531,83,8,2,14,Low Stock
784,20250531,84,8,81,14,Available
785,20250531,85,8,82,6,Available
786,20250531,86,8,97,6,Available
787,20250531,87,8,73,19,Available
788,20250531,88,8,5,15,Low Stock
789,20250531,89,8,110,15,Available
790,20250531,90,8,74,25,Available
791,20250531,91,8,75,25,Available
792,20250531,92,8,3,11,Low Stock
793,20250531,93,8,70,10,Available
794,20250531,94,8,71,16,Available
795,20250531,95,8,64,9,Available
