detail_id,transaction_id,product_id,promotion_id,quantity,unit_price,discount_amount
DTL-000166,TRX-00067,PROD-0048,PROMO-NONE,3,16999000,0.0
DTL-000167,TRX-00067,PROD-0010,PROMO-019,1,12599000,629950.0
DTL-000168,TRX-00067,PROD-0041,PROMO-015,2,6499000,1039840.0
DTL-000169,TRX-00067,PROD-0045,PROMO-NONE,1,3999000,0.0
DTL-000170,TRX-00068,PROD-0013,PROMO-NONE,1,6499000,0.0
DTL-000171,TRX-00069,PROD-0003,PROMO-NONE,1,18499000,0.0
DTL-000172,TRX-00069,PROD-0092,PROMO-NONE,1,649000,0.0
DTL-000173,TRX-00069,PROD-0052,PROMO-NONE,1,2099000,0.0
DTL-000174,TRX-00070,PROD-0034,PROMO-004,1,5999000,719880.0
DTL-000175,TRX-00070,PROD-0092,PROMO-NONE,1,649000,0.0
DTL-000176,TRX-00070,PROD-0022,PROMO-NONE,1,499000,0.0
DTL-000177,TRX-00071,PROD-0055,PROMO-NONE,1,3299000,0.0
DTL-000178,TRX-00072,PROD-0071,PROMO-NONE,1,4999000,0.0
DTL-000179,TRX-00072,PROD-0072,PROMO-NONE,1,6999000,0.0
DTL-000180,TRX-00072,PROD-0081,PROMO-014,1,7999000,239970.0
DTL-000181,TRX-00073,PROD-0041,PROMO-NONE,2,6499000,0.0
DTL-000182,TRX-00074,PROD-0002,PROMO-017,1,23499000,2819880.0
DTL-000183,TRX-00075,PROD-0052,PROMO-NONE,1,2099000,0.0
DTL-000184,TRX-00075,PROD-0066,PROMO-NONE,3,5499000,0.0
DTL-000185,TRX-00075,PROD-0008,PROMO-012,1,10999000,1099900.0
DTL-000186,TRX-00076,PROD-0077,PROMO-019,1,1999000,99950.0
DTL-000187,TRX-00077,PROD-0057,PROMO-NONE,1,5999000,0.0
DTL-000188,TRX-00077,PROD-0091,PROMO-NONE,1,699000,0.0
DTL-000189,TRX-00077,PROD-0007,PROMO-NONE,1,9999000,0.0
DTL-000190,TRX-00078,PROD-0056,PROMO-003,1,5799000,463920.0
DTL-000191,TRX-00078,PROD-0086,PROMO-NONE,1,1199000,0.0
DTL-000192,TRX-00079,PROD-0080,PROMO-NONE,3,10999000,0.0
DTL-000193,TRX-00079,PROD-0083,PROMO-014,2,7499000,449940.0
DTL-000194,TRX-00079,PROD-0089,PROMO-015,1,779000,62320.0
DTL-000195,TRX-00079,PROD-0021,PROMO-003,1,2499000,199920.0
DTL-000196,TRX-00080,PROD-0040,PROMO-NONE,1,15999000,0.0
DTL-000197,TRX-00080,PROD-0099,PROMO-NONE,2,3079000,0.0
DTL-000198,TRX-00081,PROD-0074,PROMO-NONE,1,5999000,0.0
DTL-000199,TRX-00081,PROD-0092,PROMO-NONE,1,649000,0.0
DTL-000200,TRX-00082,PROD-0077,PROMO-NONE,1,1999000,0.0
DTL-000201,TRX-00083,PROD-0054,PROMO-020,1,4499000,224950.0
DTL-000202,TRX-00083,PROD-0034,PROMO-NONE,2,5999000,0.0
DTL-000203,TRX-00084,PROD-0017,PROMO-013,2,22999000,4599800.0
DTL-000204,TRX-00085,PROD-0009,PROMO-NONE,1,12999000,0.0
DTL-000205,TRX-00085,PROD-0079,PROMO-NONE,1,18999000,0.0
DTL-000206,TRX-00086,PROD-0019,PROMO-009,2,14999000,899940.0
DTL-000207,TRX-00086,PROD-0050,PROMO-NONE,1,8499000,0.0
DTL-000208,TRX-00087,PROD-0066,PROMO-NONE,2,5499000,0.0
DTL-000209,TRX-00087,PROD-0001,PROMO-003,3,20499000,4919760.0
DTL-000210,TRX-00088,PROD-0057,PROMO-NONE,1,5999000,0.0
DTL-000211,TRX-00088,PROD-0062,PROMO-NONE,2,5999000,0.0
DTL-000212,TRX-00088,PROD-0018,PROMO-010,2,7999000,799900.0
DTL-000213,TRX-00089,PROD-0041,PROMO-NONE,1,6499000,0.0
DTL-000214,TRX-00089,PROD-0012,PROMO-NONE,1,11499000,0.0
DTL-000215,TRX-00089,PROD-0071,PROMO-NONE,2,4999000,0.0
DTL-000216,TRX-00090,PROD-0074,PROMO-016,1,5999000,299950.0
DTL-000217,TRX-00090,PROD-0053,PROMO-NONE,1,5099000,0.0
DTL-000218,TRX-00091,PROD-0098,PROMO-NONE,1,1695000,0.0
DTL-000219,TRX-00091,PROD-0072,PROMO-NONE,1,6999000,0.0
DTL-000220,TRX-00091,PROD-0061,PROMO-NONE,1,5599000,0.0
DTL-000221,TRX-00091,PROD-0001,PROMO-NONE,1,20499000,0.0
DTL-000222,TRX-00092,PROD-0005,PROMO-NONE,1,13999000,0.0
DTL-000223,TRX-00092,PROD-0064,PROMO-NONE,3,7499000,0.0
DTL-000224,TRX-00093,PROD-0028,PROMO-NONE,1,20999000,0.0
DTL-000225,TRX-00093,PROD-0076,PROMO-NONE,1,2999000,0.0
DTL-000226,TRX-00093,PROD-0032,PROMO-NONE,1,28499000,0.0
DTL-000227,TRX-00094,PROD-0035,PROMO-NONE,1,4999000,0.0
DTL-000228,TRX-00094,PROD-0007,PROMO-016,1,9999000,499950.0
DTL-000229,TRX-00095,PROD-0097,PROMO-002,1,1565000,125200.0
DTL-000230,TRX-00095,PROD-0026,PROMO-NONE,1,19499000,0.0
DTL-000231,TRX-00096,PROD-0025,PROMO-NONE,1,24499000,0.0
DTL-000232,TRX-00097,PROD-0036,PROMO-NONE,2,3999000,0.0
DTL-000233,TRX-00098,PROD-0037,PROMO-011,3,2999000,719760.0
DTL-000234,TRX-00098,PROD-0073,PROMO-016,1,4299000,214950.0
DTL-000235,TRX-00098,PROD-0097,PROMO-009,1,1565000,46950.0
DTL-000236,TRX-00098,PROD-0069,PROMO-NONE,1,1599000,0.0
DTL-000237,TRX-00099,PROD-0023,PROMO-NONE,1,499000,0.0
DTL-000238,TRX-00099,PROD-0040,PROMO-NONE,2,15999000,0.0
DTL-000239,TRX-00100,PROD-0009,PROMO-016,1,12999000,649950.0
DTL-000240,TRX-00100,PROD-0070,PROMO-006,1,6499000,194970.0
DTL-000241,TRX-00100,PROD-0020,PROMO-NONE,1,3999000,0.0
DTL-000242,TRX-00100,PROD-0083,PROMO-NONE,2,7499000,0.0
DTL-000243,TRX-00101,PROD-0002,PROMO-NONE,3,23499000,0.0
DTL-000244,TRX-00101,PROD-0062,PROMO-001,2,5999000,359940.0
DTL-000245,TRX-00102,PROD-0032,PROMO-NONE,1,28499000,0.0
DTL-000246,TRX-00102,PROD-0092,PROMO-014,1,649000,19470.0
DTL-000247,TRX-00102,PROD-0049,PROMO-020,1,6999000,349950.0
DTL-000248,TRX-00103,PROD-0023,PROMO-NONE,1,499000,0.0
DTL-000249,TRX-00103,PROD-0071,PROMO-NONE,1,4999000,0.0
DTL-000250,TRX-00104,PROD-0070,PROMO-NONE,1,6499000,0.0
DTL-000251,TRX-00105,PROD-0066,PROMO-010,1,5499000,274950.0
DTL-000252,TRX-00106,PROD-0013,PROMO-NONE,2,6499000,0.0
DTL-000253,TRX-00106,PROD-0008,PROMO-005,2,10999000,1759840.0
DTL-000254,TRX-00106,PROD-0087,PROMO-NONE,3,1199000,0.0
DTL-000255,TRX-00106,PROD-0098,PROMO-NONE,1,1695000,0.0
DTL-000256,TRX-00107,PROD-0058,PROMO-NONE,2,4999000,0.0
DTL-000257,TRX-00107,PROD-0055,PROMO-NONE,1,3299000,0.0
DTL-000258,TRX-00108,PROD-0011,PROMO-NONE,1,15999000,0.0
DTL-000259,TRX-00108,PROD-0020,PROMO-020,1,3999000,199950.0
DTL-000260,TRX-00108,PROD-0029,PROMO-015,1,17499000,1399920.0
DTL-000261,TRX-00109,PROD-0052,PROMO-003,2,2099000,335840.0
DTL-000262,TRX-00109,PROD-0003,PROMO-NONE,1,18499000,0.0
DTL-000263,TRX-00110,PROD-0056,PROMO-013,1,5799000,579900.0
DTL-000264,TRX-00111,PROD-0050,PROMO-NONE,1,8499000,0.0
DTL-000265,TRX-00111,PROD-0039,PROMO-NONE,1,13999000,0.0
DTL-000266,TRX-00111,PROD-0045,PROMO-NONE,2,3999000,0.0
DTL-000267,TRX-00112,PROD-0024,PROMO-NONE,1,399000,0.0
DTL-000268,TRX-00112,PROD-0094,PROMO-NONE,2,2999000,0.0
DTL-000269,TRX-00112,PROD-0059,PROMO-017,1,2299000,275880.0
DTL-000270,TRX-00113,PROD-0092,PROMO-012,1,649000,64900.0
DTL-000271,TRX-00114,PROD-0045,PROMO-NONE,2,3999000,0.0
DTL-000272,TRX-00115,PROD-0087,PROMO-NONE,1,1199000,0.0
DTL-000273,TRX-00115,PROD-0008,PROMO-020,1,10999000,549950.0
DTL-000274,TRX-00116,PROD-0006,PROMO-NONE,1,12499000,0.0
DTL-000275,TRX-00117,PROD-0028,PROMO-NONE,3,20999000,0.0
DTL-000276,TRX-00117,PROD-0059,PROMO-NONE,1,2299000,0.0
DTL-000277,TRX-00117,PROD-0027,PROMO-NONE,1,16499000,0.0
DTL-000278,TRX-00118,PROD-0032,PROMO-NONE,1,28499000,0.0
DTL-000279,TRX-00118,PROD-0066,PROMO-NONE,1,5499000,0.0
DTL-000280,TRX-00118,PROD-0045,PROMO-NONE,2,3999000,0.0
DTL-000281,TRX-00119,PROD-0018,PROMO-NONE,1,7999000,0.0
DTL-000282,TRX-00120,PROD-0003,PROMO-015,2,18499000,2959840.0
DTL-000283,TRX-00120,PROD-0039,PROMO-NONE,1,13999000,0.0
DTL-000284,TRX-00121,PROD-0030,PROMO-NONE,1,13499000,0.0
DTL-000285,TRX-00121,PROD-0044,PROMO-006,1,4499000,134970.0
DTL-000286,TRX-00122,PROD-0031,PROMO-NONE,1,20999000,0.0
DTL-000287,TRX-00123,PROD-0067,PROMO-001,2,3999000,239940.0
DTL-000288,TRX-00123,PROD-0006,PROMO-NONE,1,12499000,0.0
DTL-000289,TRX-00123,PROD-0078,PROMO-NONE,1,21999000,0.0
DTL-000290,TRX-00124,PROD-0043,PROMO-002,1,8999000,719920.0
DTL-000291,TRX-00124,PROD-0071,PROMO-004,2,4999000,1199760.0
DTL-000292,TRX-00124,PROD-0095,PROMO-NONE,1,399000,0.0
DTL-000293,TRX-00124,PROD-0035,PROMO-006,2,4999000,299940.0
DTL-000294,TRX-00125,PROD-0097,PROMO-NONE,1,1565000,0.0
DTL-000295,TRX-00125,PROD-0070,PROMO-010,2,6499000,649900.0
DTL-000296,TRX-00125,PROD-0071,PROMO-007,2,4999000,999800.0
DTL-000297,TRX-00125,PROD-0067,PROMO-013,1,3999000,399900.0
DTL-000298,TRX-00126,PROD-0083,PROMO-NONE,1,7499000,0.0
DTL-000299,TRX-00127,PROD-0096,PROMO-NONE,1,1599000,0.0
DTL-000300,TRX-00127,PROD-0002,PROMO-NONE,1,23499000,0.0
DTL-000301,TRX-00127,PROD-0053,PROMO-009,1,5099000,152970.0
DTL-000302,TRX-00127,PROD-0085,PROMO-NONE,1,399000,0.0
DTL-000303,TRX-00128,PROD-0002,PROMO-007,1,23499000,2349900.0
DTL-000304,TRX-00128,PROD-0012,PROMO-NONE,1,11499000,0.0
DTL-000305,TRX-00129,PROD-0040,PROMO-003,2,15999000,2559840.0
DTL-000306,TRX-00129,PROD-0091,PROMO-002,1,699000,55920.0
DTL-000307,TRX-00129,PROD-0083,PROMO-NONE,1,7499000,0.0
DTL-000308,TRX-00130,PROD-0032,PROMO-009,1,28499000,854970.0
DTL-000309,TRX-00130,PROD-0092,PROMO-NONE,1,649000,0.0
DTL-000310,TRX-00130,PROD-0077,PROMO-NONE,2,1999000,0.0
DTL-000311,TRX-00131,PROD-0021,PROMO-020,3,2499000,374850.0
DTL-000312,TRX-00131,PROD-0066,PROMO-013,2,5499000,1099800.0
DTL-000313,TRX-00131,PROD-0084,PROMO-013,1,1399000,139900.0
DTL-000314,TRX-00132,PROD-0067,PROMO-NONE,1,3999000,0.0
DTL-000315,TRX-00132,PROD-0068,PROMO-NONE,1,3499000,0.0
DTL-000316,TRX-00133,PROD-0088,PROMO-NONE,1,2799000,0.0
DTL-000317,TRX-00133,PROD-0012,PROMO-NONE,2,11499000,0.0
DTL-000318,TRX-00134,PROD-0035,PROMO-NONE,1,4999000,0.0
DTL-000319,TRX-00134,PROD-0026,PROMO-NONE,2,19499000,0.0
DTL-000320,TRX-00135,PROD-0037,PROMO-NONE,1,2999000,0.0
DTL-000321,TRX-00135,PROD-0090,PROMO-NONE,1,699000,0.0
DTL-000322,TRX-00135,PROD-0095,PROMO-005,2,399000,63840.0
DTL-000323,TRX-00135,PROD-0029,PROMO-015,1,17499000,1399920.0
DTL-000324,TRX-00136,PROD-0099,PROMO-NONE,1,3079000,0.0
DTL-000325,TRX-00137,PROD-0023,PROMO-015,1,499000,39920.0
DTL-000326,TRX-00137,PROD-0077,PROMO-005,1,1999000,159920.0
DTL-000327,TRX-00138,PROD-0055,PROMO-NONE,1,3299000,0.0
DTL-000328,TRX-00138,PROD-0036,PROMO-011,1,3999000,319920.0
DTL-000329,TRX-00138,PROD-0026,PROMO-010,1,19499000,974950.0
DTL-000330,TRX-00139,PROD-0024,PROMO-020,1,399000,19950.0
DTL-000331,TRX-00139,PROD-0083,PROMO-NONE,1,7499000,0.0
DTL-000332,TRX-00139,PROD-0069,PROMO-NONE,1,1599000,0.0
DTL-000333,TRX-00140,PROD-0013,PROMO-NONE,1,6499000,0.0
DTL-000334,TRX-00140,PROD-0031,PROMO-NONE,2,20999000,0.0
DTL-000335,TRX-00140,PROD-0006,PROMO-012,1,12499000,1249900.0
DTL-000336,TRX-00141,PROD-0014,PROMO-NONE,2,9499000,0.0
DTL-000337,TRX-00142,PROD-0073,PROMO-001,1,4299000,128970.0
DTL-000338,TRX-00142,PROD-0092,PROMO-016,1,649000,32450.0
DTL-000339,TRX-00142,PROD-0082,PROMO-NONE,1,7499000,0.0
DTL-000340,TRX-00142,PROD-0038,PROMO-NONE,1,1599000,0.0
DTL-000341,TRX-00143,PROD-0093,PROMO-NONE,1,699000,0.0
DTL-000342,TRX-00143,PROD-0085,PROMO-NONE,1,399000,0.0
DTL-000343,TRX-00143,PROD-0003,PROMO-NONE,1,18499000,0.0
DTL-000344,TRX-00144,PROD-0052,PROMO-012,1,2099000,209900.0
DTL-000345,TRX-00144,PROD-0035,PROMO-NONE,1,4999000,0.0
DTL-000346,TRX-00144,PROD-0066,PROMO-NONE,1,5499000,0.0
DTL-000347,TRX-00144,PROD-0074,PROMO-NONE,1,5999000,0.0
DTL-000348,TRX-00145,PROD-0073,PROMO-016,1,4299000,214950.0
DTL-000349,TRX-00145,PROD-0042,PROMO-NONE,1,3499000,0.0
DTL-000350,TRX-00146,PROD-0028,PROMO-NONE,1,20999000,0.0
DTL-000351,TRX-00147,PROD-0086,PROMO-NONE,1,1199000,0.0
